Position(bp)	Rate(cM/Mb)	Map(cM)
38025821	0.356909	46.972417
38028073	0.356838	46.973221
38028456	0.356776	46.973358
38028790	0.356726	46.973477
38028942	0.358150	46.973531
38029141	0.437659	46.973602
38029499	0.438489	46.973759
38029723	0.452931	46.973857
38030425	0.452865	46.974175
38032709	0.335979	46.975210
38037938	0.331984	46.976966
38038060	0.331747	46.977007
38039433	0.331514	46.977462
38039708	0.330035	46.977554
38041649	0.329262	46.978194
38043372	0.329262	46.978761
38043579	0.329714	46.978830
38046666	0.371856	46.979847
38046718	0.417277	46.979867
38047801	0.417377	46.980319
38048034	0.575531	46.980416
38051019	2.879296	46.982134
38051552	2.891241	46.983669
38054325	2.543893	46.991686
38055833	0.485515	46.995522
38057301	0.485322	46.996235
38057338	0.259066	46.996253
38060404	0.259036	46.997047
38060691	0.312252	46.997121
38060850	0.352542	46.997171
38061450	0.148865	46.997383
38061544	0.148851	46.997397
38064650	0.143258	46.997859
38067011	0.143230	46.998197
38071043	0.201448	46.998775
38071511	0.401525	46.998869
38074434	1.724756	47.000043
38077718	1.659498	47.005707
38081571	0.415092	47.012101
38084404	0.369625	47.013277
38085475	0.350606	47.013673
38085523	0.338499	47.013689
38085551	0.321213	47.013699
38086574	0.308249	47.014027
38088395	0.308671	47.014589
38089682	0.300395	47.014986
38091481	0.334635	47.015526
38091660	0.394141	47.015586
38091754	0.477845	47.015623
38091779	0.567281	47.015635
38091899	0.709742	47.015703
38092729	0.577249	47.016293
38092851	0.449285	47.016363
38093169	0.378749	47.016506
38093252	0.306430	47.016537
38096334	0.305263	47.017482
38096697	0.304014	47.017593
38100040	4.373318	47.018609
38102346	0.290509	47.028694
38102945	0.290506	47.028868
38105981	0.211533	47.029750
38106259	0.161063	47.029808
38107962	0.160378	47.030083
38110285	0.160142	47.030455
38115318	1.478143	47.031261
38115556	0.497300	47.031613
38116507	0.156238	47.032086
38117943	0.156067	47.032310
38121152	0.152414	47.032811
38123800	0.154303	47.033215
38125523	0.126338	47.033481
38126013	0.070131	47.033543
38126364	0.017239	47.033567
38127126	0.006313	47.033580
38127950	0.005182	47.033586
38129086	0.005187	47.033591
38129332	0.005198	47.033593
38130459	0.260430	47.033599
38130472	0.357907	47.033602
38132139	0.357907	47.034199
38134136	0.264063	47.034913
38134166	0.002450	47.034921
38136676	0.002371	47.034927
38140352	0.002371	47.034936
38141386	0.002371	47.034939
38144235	0.002371	47.034945
38144618	0.002371	47.034946
38146433	0.002706	47.034951
38146585	0.003045	47.034951
38148013	0.004877	47.034955
38148268	0.004877	47.034957
38148882	0.010145	47.034960
38149957	0.027921	47.034970
38151170	0.036823	47.035004
38151516	0.044505	47.035017
38151949	0.044505	47.035036
38152861	0.047859	47.035077
38152929	0.051308	47.035080
38156183	0.052774	47.035247
38158741	0.052446	47.035382
38158876	0.052446	47.035389
38159316	0.052104	47.035412
38163777	0.052104	47.035645
38164106	0.052162	47.035662
38169020	0.052162	47.035918
38172213	0.052175	47.036085
38175477	0.052204	47.036255
38175781	0.052204	47.036271
38175955	0.052233	47.036280
38179120	0.052308	47.036445
38180487	0.052458	47.036517
38181379	0.052458	47.036564
38184685	0.074368	47.036737
38186402	0.260443	47.036865
38188902	0.260715	47.037516
38192452	0.257127	47.038441
38193637	0.256888	47.038746
38193920	0.257045	47.038819
38195596	0.257025	47.039250
38196573	0.246104	47.039501
38196760	0.188051	47.039547
38199054	0.082181	47.039978
38199950	0.071057	47.040052
38200124	0.063508	47.040064
38202399	0.063495	47.040209
38202552	0.063466	47.040218
38202734	0.063428	47.040230
38204089	0.064183	47.040316
38204259	0.065555	47.040327
38204540	0.069025	47.040345
38205060	0.078106	47.040381
38205894	0.134981	47.040446
38208511	0.811486	47.040799
38211954	0.782780	47.043593
38212068	0.757400	47.043683
38212762	0.061405	47.044208
38213383	0.058584	47.044246
38216758	0.059623	47.044444
38218637	0.294609	47.044556
38221394	0.322426	47.045368
38221658	0.122301	47.045453
38225748	0.263831	47.045954
38227821	0.263094	47.046501
38228352	0.344899	47.046640
38230034	0.187930	47.047220
38233616	0.105883	47.047894
38234812	0.054686	47.048020
38234988	0.003851	47.048030
38241432	0.003847	47.048055
38241561	0.003847	47.048055
38242813	0.004117	47.048060
38243675	0.009526	47.048063
38244216	0.080030	47.048069
38245636	0.080030	47.048182
38248989	0.080030	47.048451
38250050	0.080030	47.048536
38251686	0.006646	47.048666
38254594	0.004439	47.048686
38255199	0.003884	47.048688
38255325	0.003673	47.048689
38258429	0.003670	47.048700
38258810	0.003670	47.048702
38261007	0.004002	47.048710
38261591	0.005048	47.048712
38262979	0.064109	47.048719
38263198	0.100221	47.048733
38266098	0.034474	47.049024
38267446	0.024955	47.049070
38268922	0.032819	47.049107
38269964	0.013729	47.049141
38272894	0.013729	47.049182
38272929	0.004920	47.049182
38273303	0.004920	47.049184
38273318	0.002892	47.049184
38273749	0.002892	47.049185
38280311	0.002892	47.049204
38280714	0.002892	47.049205
38282897	0.002892	47.049212
38282911	0.002888	47.049212
38283605	0.002888	47.049214
38284048	0.002888	47.049215
38286144	0.002888	47.049221
38287663	0.002888	47.049225
38288765	0.002884	47.049229
38289384	0.002884	47.049230
38290052	0.002884	47.049232
38290100	0.002884	47.049232
38292974	0.002884	47.049241
38299693	0.016747	47.049260
38300785	0.016904	47.049278
38300967	0.212534	47.049282
38303155	0.477047	47.049747
38307909	0.145627	47.052014
38308291	0.070726	47.052070
38312727	0.070532	47.052384
38315469	0.075461	47.052577
38317137	0.218797	47.052703
38317938	0.218794	47.052878
38322350	0.267397	47.053844
38323507	0.266568	47.054153
38323700	0.266129	47.054204
38326001	0.236610	47.054817
38329285	0.157348	47.055594
38329524	0.093996	47.055631
38332987	0.093976	47.055957
38337795	0.041723	47.056409
38339881	0.038672	47.056496
38340167	0.036646	47.056507
38340541	0.035795	47.056521
38341134	0.035758	47.056542
38344692	0.035758	47.056669
38345162	0.035758	47.056686
38346473	0.035758	47.056733
38353932	0.035740	47.056999
38353946	0.035636	47.057000
38354684	0.035571	47.057026
38355343	0.035571	47.057050
38355543	0.035571	47.057057
38359667	0.134193	47.057204
38364205	0.079528	47.057812
38364552	0.021727	47.057840
38369027	0.021759	47.057937
38369976	0.022000	47.057958
38371039	0.022002	47.057981
38371396	0.022426	47.057989
38374767	0.022426	47.058065
38375839	0.024058	47.058089
38377246	0.024058	47.058123
38378259	0.024058	47.058147
38386787	0.025884	47.058352
38387914	0.032728	47.058381
38387933	0.032728	47.058382
38388203	0.335991	47.058391
38388217	0.340755	47.058396
38390128	0.056351	47.059047
38392499	0.056351	47.059180
38393608	0.052663	47.059243
38394959	0.052663	47.059314
38396220	0.044779	47.059380
38397034	0.037013	47.059417
38397797	0.037013	47.059445
38398267	0.037013	47.059462
38399098	0.033457	47.059493
38399979	0.031238	47.059523
38401576	0.031238	47.059573
38403286	0.031243	47.059626
38408849	0.032121	47.059800
38409596	0.030110	47.059824
38415721	0.047196	47.060008
38416838	0.075289	47.060061
38426043	0.075284	47.060754
38427963	0.075479	47.060899
38430757	0.076878	47.061109
38431544	0.076878	47.061170
38431917	0.079826	47.061199
38432725	0.082588	47.061263
38438049	0.082609	47.061703
38438250	0.082645	47.061719
38445214	0.082618	47.062295
38445400	0.194632	47.062310
38446872	0.495173	47.062597
38447266	0.668610	47.062792
38447365	1.389837	47.062858
38447444	15.074276	47.062968
38447991	12.070909	47.071214
38448070	12.168972	47.072167
38448732	9.535655	47.080223
38449394	8.325756	47.086536
38451080	6.907360	47.100573
38452140	3.035495	47.107895
38452254	0.620926	47.108241
38452365	0.220212	47.108310
38456598	0.220243	47.109242
38456680	0.213114	47.109260
38458577	0.213843	47.109664
38458681	0.162935	47.109686
38458745	0.163837	47.109697
38458969	0.123870	47.109733
38460285	0.115979	47.109896
38460484	0.111218	47.109920
38462680	0.117689	47.110164
38462888	0.126810	47.110188
38463141	0.155201	47.110220
38463652	0.244675	47.110300
38463968	0.423186	47.110377
38464402	0.511193	47.110561
38464796	0.606242	47.110762
38466004	0.951624	47.111494
38467784	0.966241	47.113188
38467943	0.976373	47.113342
38468274	1.008663	47.113665
38468632	1.004914	47.114026
38473385	4.786146	47.118803
38473706	5.040447	47.120339
38474696	4.950376	47.125329
38474852	4.873491	47.126101
38474965	4.754178	47.126652
38476276	2.245178	47.132885
38476579	1.119518	47.133565
38477930	1.107357	47.135077
38480659	1.090885	47.138099
38483247	1.090030	47.140923
38486738	1.016666	47.144728
38487002	0.910407	47.144996
38487029	0.806208	47.145021
38492770	0.703326	47.149649
38492883	0.609537	47.149729
38496254	0.520748	47.151784
38499523	0.499762	47.153486
38500382	0.551668	47.153915
38500480	0.621158	47.153969
38502639	6.703745	47.155310
38502927	8.474674	47.157241
38504673	9.024712	47.172038
38507200	7.129350	47.194843
38509439	4.270720	47.210806
38511180	0.116163	47.218241
38514423	0.118797	47.218618
38516182	0.619074	47.218827
38517405	0.325256	47.219584
38517487	0.152322	47.219611
38517880	0.144921	47.219670
38518177	0.145331	47.219714
38518229	0.147080	47.219721
38518360	3.234721	47.219740
38518538	0.376668	47.220316
38518622	0.310532	47.220348
38518731	0.166422	47.220382
38518797	0.165895	47.220393
38519335	0.187293	47.220482
38519513	0.185256	47.220515
38519689	0.155841	47.220548
38519811	0.155057	47.220567
38519841	0.132103	47.220571
38520947	0.131586	47.220718
38520973	0.127818	47.220721
38522779	0.127935	47.220952
38522887	0.121296	47.220966
38523065	0.109923	47.220987
38523246	0.101302	47.221007
38525561	0.103054	47.221242
38527522	0.107498	47.221444
38528723	0.110633	47.221573
38528958	0.114735	47.221599
38529140	0.119033	47.221620
38529500	0.112533	47.221663
38530713	0.114286	47.221799
38530752	0.115766	47.221804
38530915	0.116335	47.221822
38531187	0.117058	47.221854
38531696	0.118167	47.221914
38531940	0.119348	47.221942
38531991	0.119348	47.221949
38532288	0.118486	47.221984
38532704	0.119518	47.222033
38533055	0.120730	47.222075
38533178	0.121836	47.222090
38533330	0.122814	47.222109
38533971	0.122704	47.222187
38534045	0.122057	47.222196
38534151	0.124701	47.222209
38534209	0.122055	47.222217
38535211	0.122735	47.222339
38535954	0.124637	47.222430
38537553	0.123437	47.222629
38538246	0.126756	47.222715
38538763	0.126836	47.222780
38538822	0.162914	47.222788
38538856	0.199028	47.222793
38538912	0.236171	47.222805
38539041	0.236172	47.222835
38539059	0.235838	47.222839
38539084	0.235189	47.222845
38539420	0.235189	47.222924
38539604	0.269373	47.222967
38540206	0.268789	47.223130
38541040	0.236016	47.223354
38542499	0.494897	47.223698
38542515	0.783565	47.223706
38542613	1.554892	47.223783
38543287	2.265899	47.224831
38543354	2.379378	47.224983
38543453	1.459399	47.225218
38543965	1.327098	47.225965
38544221	0.954885	47.226305
38544298	0.387016	47.226379
38545363	0.680897	47.226791
38545619	0.923595	47.226965
38545942	0.902422	47.227264
38546033	1.997280	47.227346
38546118	0.855416	47.227515
38546700	0.357234	47.228013
38547172	0.349840	47.228182
38547566	0.753883	47.228320
38548552	0.211771	47.229063
38548589	0.053659	47.229071
38555193	0.078425	47.229425
38556260	0.107423	47.229509
38556536	0.109301	47.229539
38557326	1.121449	47.229625
38557602	1.042379	47.229934
38557821	0.228002	47.230163
38559409	0.142393	47.230525
38560745	0.138328	47.230715
38560836	0.132457	47.230728
38561307	0.038968	47.230790
38561523	0.020067	47.230798
38561562	0.007780	47.230799
38562056	0.007690	47.230803
38562098	0.007685	47.230803
38562127	0.007685	47.230804
38562258	0.007681	47.230805
38562321	0.007681	47.230805
38562924	0.007687	47.230810
38563297	0.007732	47.230813
38563471	0.008163	47.230814
38563511	0.009038	47.230814
38563548	0.010998	47.230815
38563572	0.013951	47.230815
38563972	0.184179	47.230820
38564041	0.411358	47.230833
38564457	0.140557	47.231004
38565209	0.144844	47.231110
38565247	0.158586	47.231115
38565347	0.170209	47.231131
38565530	0.178470	47.231162
38565704	0.169776	47.231194
38566331	0.106430	47.231300
38566668	0.057322	47.231336
38567332	0.055946	47.231374
38567340	0.054299	47.231374
38568094	0.056655	47.231415
38568465	0.420324	47.231436
38568833	4.745761	47.231591
38568944	0.876173	47.232118
38569006	0.887351	47.232172
38569529	0.024910	47.232636
38570566	3.744126	47.232662
38570721	0.017980	47.233242
38570842	0.017793	47.233245
38570912	0.017750	47.233246
38570927	0.017566	47.233246
38571563	0.017669	47.233257
38572057	1.125932	47.233266
38572440	0.483197	47.233697
38572484	0.297366	47.233718
38572526	0.122447	47.233731
38572582	0.113604	47.233738
38572637	0.113279	47.233744
38572761	0.113684	47.233758
38573229	0.118358	47.233811
38573338	0.125799	47.233824
38574083	0.125799	47.233918
38575403	0.125795	47.234084
38576315	0.129867	47.234199
38576588	0.133562	47.234234
38577119	0.135147	47.234305
38577515	0.136459	47.234359
38577723	0.138036	47.234387
38579569	0.141331	47.234642
38581503	0.149171	47.234915
38582643	0.149880	47.235085
38584704	0.214840	47.235394
38588510	0.215596	47.236212
38591190	0.385358	47.236790
38593128	0.455222	47.237536
38595240	0.453116	47.238498
38595411	0.451888	47.238575
38595483	0.450510	47.238608
38597174	1.679738	47.239370
38598915	1.679634	47.242294
38600542	0.544722	47.245027
38601231	4.772575	47.245402
38602140	0.343184	47.249740
38606780	0.340897	47.251333
38609950	1.158689	47.252413
38610257	2.159819	47.252769
38614129	7.168170	47.261132
38614933	7.175704	47.266895
38615536	2.946777	47.271222
38617333	2.948039	47.276517
38618465	2.943547	47.279855
38620057	2.729714	47.284541
38621456	1.849058	47.288360
38622520	1.542874	47.290327
38623714	1.495534	47.292169
38623750	1.464674	47.292223
38625033	1.387073	47.294102
38625404	1.400072	47.294617
38626278	1.735725	47.295841
38626556	1.864340	47.296323
38626934	1.619255	47.297028
38628306	1.184925	47.299249
38628388	0.889572	47.299347
38628466	0.836216	47.299416
38628584	0.680960	47.299515
38628739	0.610275	47.299620
38629519	0.592486	47.300096
38630287	0.563470	47.300551
38630956	0.426684	47.300928
38631591	0.344220	47.301199
38631768	0.304940	47.301260
38632204	0.304098	47.301393
38633326	0.297330	47.301734
38633666	0.294993	47.301835
38635486	0.294802	47.302372
38635679	0.294176	47.302429
38636129	0.294086	47.302561
38638071	0.380434	47.303133
38638613	0.380456	47.303339
38639314	0.384932	47.303605
38640841	0.396977	47.304193
38642343	0.394366	47.304789
38642494	0.392945	47.304849
38643434	0.411259	47.305218
38644651	0.422132	47.305719
38644900	0.429280	47.305824
38645056	0.437535	47.305891
38645490	0.456744	47.306081
38645896	0.494283	47.306266
38646063	0.536762	47.306349
38646460	0.605386	47.306562
38646900	0.638654	47.306828
38647406	0.639565	47.307151
38647639	0.638579	47.307301
38647713	0.638229	47.307348
38649783	0.643136	47.308669
38653575	14.752222	47.311108
38653689	16.235900	47.312789
38655571	12.428424	47.343345
38655597	2.860169	47.343669
38656685	0.663935	47.346780
38657394	0.597184	47.347251
38658577	0.598404	47.347958
38658633	0.599300	47.347991
38659518	0.599479	47.348521
38660566	0.599765	47.349150
38660871	0.601169	47.349333
38661860	0.600310	47.349927
38662163	0.600036	47.350109
38662284	0.599573	47.350182
38662396	0.599045	47.350249
38663819	0.599825	47.351101
38663856	0.599977	47.351124
38664071	0.594823	47.351252
38664539	0.652830	47.351531
38664789	0.776610	47.351694
38671780	1.242467	47.357123
38672485	1.643052	47.357999
38675738	1.393404	47.363344
38676837	1.390842	47.364876
38678387	1.412042	47.367031
38678564	3.319705	47.367281
38678746	10.173380	47.367885
38680361	8.277679	47.384315
38683637	5.870616	47.411433
38686235	1.698993	47.426685
38690889	1.664279	47.434592
38691884	1.450637	47.436248
38692380	1.302624	47.436968
38694170	1.301347	47.439299
38694373	1.237089	47.439563
38695099	1.211722	47.440462
38695406	1.109103	47.440834
38696178	1.032818	47.441690
38697368	1.027198	47.442919
38701393	1.094550	47.447053
38703106	1.132299	47.448928
38703653	1.486672	47.449548
38708606	9.443261	47.456911
38710412	18.366338	47.473966
38715222	1.087587	47.562308
38719189	1.060406	47.566622
38719962	1.044404	47.567442
38724132	6.935191	47.571797
38724955	2.274069	47.577505
38725141	0.649733	47.577928
38732784	0.648439	47.582894
38732824	0.549022	47.582920
38740853	0.946167	47.587328
38741042	6.001806	47.587506
38741793	7.016462	47.592014
38742033	7.063678	47.593698
38743302	0.562404	47.602662
38744727	0.525691	47.603463
38745774	0.464697	47.604013
38746279	0.460799	47.604248
38746369	0.455616	47.604290
38747922	0.447546	47.604997
38748504	0.440737	47.605258
38748648	0.439536	47.605321
38749429	0.434887	47.605664
38749925	0.148382	47.605880
38753311	0.141230	47.606382
38753434	0.141194	47.606400
38753956	0.126245	47.606474
38761000	0.106149	47.607363
38764732	0.103096	47.607759
38766682	0.102028	47.607960
38769522	0.101633	47.608250
38771840	0.101491	47.608485
38774752	0.101286	47.608781
38776749	0.101232	47.608983
38777877	0.101236	47.609097
38778957	0.101214	47.609207
38786475	0.101229	47.609968
38787939	0.101247	47.610116
38788081	0.101256	47.610130
38789676	0.101536	47.610292
38790528	0.104076	47.610378
38790760	0.113785	47.610402
38792228	0.689341	47.610569
38795937	2.389636	47.613126
38796420	2.573438	47.614280
38797018	1.341946	47.615819
38799861	0.587583	47.619634
38802251	0.588882	47.621039
38803994	0.592020	47.622065
38805405	0.592020	47.622900
38807144	0.593103	47.623930
38809485	0.603410	47.625318
38809602	0.606987	47.625389
38811111	0.607192	47.626305
38811282	0.607407	47.626409
38812182	0.602788	47.626955
38812889	0.580392	47.627382
38813000	0.553550	47.627446
38813069	0.499749	47.627484
38813175	0.404768	47.627537
38813808	0.520946	47.627793
38814244	0.386310	47.628021
38815339	0.387513	47.628444
38817105	0.714750	47.629128
38818676	1.288627	47.630251
38819349	1.841613	47.631118
38819457	2.199015	47.631317
38819613	2.447078	47.631660
38820595	2.321731	47.634063
38821504	2.303054	47.636174
38822064	2.088129	47.637463
38822300	1.902763	47.637956
38822521	1.714162	47.638377
38822522	1.598131	47.638378
38822698	1.500645	47.638660
38822905	1.081340	47.638970
38823136	0.286153	47.639220
38823895	0.284093	47.639437
38824304	0.283751	47.639553
38824633	0.245681	47.639647
38825165	0.240653	47.639777
38826799	0.241034	47.640171
38827379	0.240685	47.640310
38829121	0.240692	47.640730
38829774	0.276135	47.640887
38831204	0.646401	47.641282
38831812	0.445573	47.641675
38831870	0.268379	47.641701
38832112	0.268246	47.641766
38832512	0.236602	47.641873
38833266	0.219841	47.642051
38833595	0.205231	47.642124
38838730	0.207801	47.643177
38839461	0.208576	47.643329
38839485	5.079692	47.643334
38839874	5.076751	47.645310
38840113	4.521373	47.646524
38840221	0.365543	47.647012
38840337	0.365636	47.647054
38841336	0.360187	47.647420
38842042	0.330709	47.647674
38842155	0.304228	47.647711
38843762	0.300843	47.648200
38845788	0.312251	47.648810
38846891	0.361058	47.649154
38847650	0.639888	47.649428
38848204	0.702909	47.649783
38849420	0.693044	47.650637
38849679	0.680966	47.650817
38849993	0.672239	47.651031
38853677	0.535011	47.653507
38854971	0.354540	47.654200
38858326	0.400671	47.655389
38859060	0.576975	47.655683
38860008	2.309441	47.656230
38860071	17.339133	47.656376
38864460	16.905457	47.732477
38864835	16.023788	47.738817
38865221	14.512602	47.745002
38865264	13.397081	47.745626
38865654	12.758812	47.750851
38865863	12.207384	47.753517
38868576	4.913008	47.786636
38875493	3.568361	47.820619
38875549	3.520560	47.820819
38877461	0.636685	47.827550
38877756	0.474734	47.827738
38877918	0.056700	47.827815
38878207	0.056704	47.827831
38878758	0.056729	47.827863
38879940	0.056241	47.827930
38881454	0.054383	47.828015
38884657	0.054390	47.828189
38884775	0.048072	47.828195
38885789	0.048086	47.828244
38887233	0.048120	47.828314
38889657	0.048203	47.828430
38890409	0.048284	47.828467
38898051	0.052584	47.828836
38898971	0.052624	47.828884
38899153	0.052469	47.828894
38899863	0.070630	47.828931
38899985	0.070630	47.828939
38901094	0.070630	47.829018
38901526	0.083389	47.829048
38905446	0.137621	47.829375
38905564	0.208918	47.829391
38906432	0.036835	47.829573
38907849	0.034212	47.829625
38909231	0.033901	47.829672
38912771	0.094664	47.829792
38915986	0.094517	47.830097
38918894	0.024307	47.830371
38919972	0.023523	47.830398
38922579	0.022632	47.830459
38925719	0.022463	47.830530
38927886	0.022449	47.830579
38929608	0.022443	47.830617
38931537	0.022443	47.830661
38932575	0.022443	47.830684
38934477	0.022463	47.830727
38934515	0.022517	47.830727
38934606	0.022553	47.830729
38935927	0.022800	47.830759
38936420	0.023131	47.830770
38936551	0.023744	47.830774
38936604	0.024342	47.830775
38937794	0.026602	47.830804
38937950	0.029101	47.830808
38942926	0.029101	47.830953
38943361	0.052224	47.830965
38943924	0.071151	47.830995
38943985	0.071151	47.830999
38944083	0.071902	47.831006
38944167	0.071902	47.831012
38944271	0.058376	47.831020
38945709	0.038494	47.831104
38945875	0.027476	47.831110
38946220	0.027476	47.831119
38947835	0.026493	47.831164
38948221	0.025593	47.831174
38948577	0.024536	47.831183
38949556	0.023521	47.831207
38951196	0.022661	47.831246
38951615	0.022661	47.831255
38952493	0.022661	47.831275
38956166	0.022886	47.831358
38956750	0.022857	47.831372
38957013	0.024613	47.831378
38957483	0.027528	47.831389
38957523	0.027551	47.831390
38958260	0.027613	47.831411
38958616	0.027629	47.831421
38960913	0.028197	47.831484
38961058	0.028934	47.831488
38961576	0.030755	47.831503
38962429	0.074647	47.831529
38962551	0.196057	47.831538
38963788	0.203601	47.831781
38964083	0.210441	47.831841
38964761	0.215647	47.831984
38964877	0.264828	47.832009
38964907	0.268982	47.832017
38965863	0.276703	47.832274
38966487	0.219120	47.832446
38967245	0.228008	47.832613
38970439	0.079660	47.833341
38974154	0.071171	47.833637
38974680	0.064619	47.833674
38975511	0.050103	47.833728
38978077	0.015364	47.833856
38980055	0.003901	47.833887
38982031	0.003469	47.833895
38982321	0.003219	47.833896
38982358	0.003076	47.833896
38982442	0.002944	47.833896
38982659	0.002837	47.833897
38983179	0.002810	47.833898
38985818	0.002810	47.833905
38987412	0.002810	47.833910
38987636	0.002810	47.833911
38988344	0.002810	47.833913
38989007	0.193454	47.833914
38990662	0.537655	47.834235
38991393	0.003550	47.834628
38991977	0.001799	47.834630
38995385	0.001833	47.834636
38997269	0.001885	47.834639
38997883	0.001885	47.834640
38998065	0.002227	47.834641
38998519	0.071979	47.834642
38998782	0.324021	47.834661
39000397	0.003352	47.835184
39007174	0.003352	47.835207
39009017	0.003352	47.835213
39015302	0.003660	47.835234
39016182	0.004215	47.835237
39016403	0.005473	47.835238
39018179	0.088076	47.835248
39018334	0.485777	47.835261
39019853	0.167213	47.835999
39021522	0.000530	47.836278
39025277	0.000530	47.836280
39025937	0.000527	47.836281
39026739	0.000527	47.836281
39026796	0.000527	47.836281
39028183	0.000527	47.836282
39028913	0.000527	47.836282
39032252	0.000527	47.836284
39032270	0.000527	47.836284
39032348	0.000527	47.836284
39034786	0.000527	47.836285
39034867	0.000527	47.836285
39036712	0.000527	47.836286
39036769	0.000527	47.836286
39040617	0.000527	47.836289
39042214	0.000527	47.836289
39042221	0.000527	47.836289
39044152	0.000527	47.836290
39045099	0.000527	47.836291
39046327	0.000527	47.836292
39046700	0.000527	47.836292
39046854	0.000527	47.836292
39047278	0.000526	47.836292
39049230	0.000527	47.836293
39051705	0.000542	47.836294
39052567	0.000589	47.836295
39052833	0.000589	47.836295
39053049	0.000589	47.836295
39053888	0.007042	47.836296
39054450	0.013737	47.836300
39062194	0.315653	47.836406
39064209	0.124021	47.837042
39064230	0.000460	47.837045
39064681	0.000458	47.837045
39064806	0.000458	47.837045
39064966	0.000456	47.837045
39065172	0.000456	47.837045
39065582	0.000452	47.837045
39066820	0.000452	47.837046
39066851	0.000452	47.837046
39067331	0.000452	47.837046
39067380	0.000452	47.837046
39067524	0.000457	47.837046
39069045	0.000457	47.837047
39069181	0.000532	47.837047
39069510	0.000605	47.837047
39070550	0.002902	47.837048
39070922	0.000883	47.837049
39071658	0.000894	47.837049
39072472	0.000919	47.837050
39074716	0.003886	47.837052
39074737	0.006347	47.837052
39075235	0.406124	47.837055
39076587	0.062780	47.837604
39077058	0.155895	47.837634
39079964	0.155895	47.838087
39080078	0.022883	47.838105
39080245	0.001077	47.838109
39080638	0.000683	47.838109
39082174	0.000683	47.838110
39082949	0.000683	47.838111
39091151	0.000683	47.838116
39095698	0.000683	47.838119
39095987	0.000683	47.838120
39100239	0.000683	47.838122
39101633	0.000683	47.838123
39104168	0.000683	47.838125
39105158	0.000683	47.838126
39105707	0.000683	47.838126
39105948	0.000683	47.838126
39107001	0.001337	47.838127
39107200	0.001337	47.838127
39107338	0.006050	47.838128
39108560	0.006050	47.838135
39108633	0.016846	47.838135
39110124	0.046546	47.838161
39113405	0.046546	47.838313
39113903	0.046546	47.838336
39115310	0.209402	47.838402
39115673	0.209402	47.838478
39116795	0.017695	47.838713
39117881	0.017695	47.838732
39120096	0.017927	47.838771
39120238	0.020068	47.838774
39120494	2.977663	47.838779
39121252	0.001295	47.841036
39122038	0.001292	47.841037
39124326	0.001292	47.841040
39124467	0.001371	47.841040
39124912	0.004974	47.841041
39125004	0.011417	47.841041
39125074	0.021533	47.841042
39125529	0.249848	47.841052
39126175	0.166311	47.841213
39126508	0.080533	47.841269
39129708	0.020129	47.841526
39130843	0.020138	47.841549
39131727	0.020147	47.841567
39132601	0.020154	47.841585
39132687	0.020154	47.841586
39132748	0.020184	47.841588
39133410	0.020218	47.841601
39133803	0.020242	47.841609
39134207	0.020242	47.841617
39134956	0.020295	47.841632
39135019	0.020389	47.841633
39138615	0.023503	47.841707
39139216	0.042483	47.841721
39141600	0.042483	47.841822
39142615	0.021518	47.841865
39144573	0.021330	47.841907
39144747	0.021338	47.841911
39146527	0.059800	47.841949
39148537	0.817017	47.842069
39149155	0.036425	47.842574
39150543	1.484350	47.842625
39152412	4.604466	47.845399
39155873	4.664650	47.861335
39156597	5.494153	47.864712
39157315	5.248986	47.868657
39157755	2.302974	47.870967
39159201	1.631383	47.874297
39160117	0.655577	47.875791
39163856	0.385178	47.878242
39164781	0.378758	47.878599
39166039	0.378832	47.879075
39168987	0.463438	47.880192
39171389	1.259118	47.881305
39172062	1.313258	47.882152
39172111	1.364987	47.882217
39172588	1.232249	47.882868
39175267	0.963040	47.886169
39176125	0.311695	47.886995
39178375	0.310423	47.887697
39178701	0.308246	47.887798
39179019	0.307230	47.887896
39181596	0.281858	47.888688
39181805	0.281939	47.888747
39183883	0.241517	47.889332
39185188	0.242511	47.889648
39190465	0.348340	47.890927
39192226	0.371690	47.891541
39192995	0.386486	47.891827
39193066	0.382800	47.891854
39193928	0.339638	47.892184
39194068	0.330109	47.892232
39195562	0.308447	47.892725
39196937	0.441611	47.893149
39197230	0.426201	47.893278
39197939	0.338912	47.893580
39198240	0.322311	47.893682
39199936	0.168719	47.894229
39205717	0.175402	47.895204
39209839	0.215970	47.895927
39210829	0.290075	47.896141
39212470	0.289918	47.896617
39213489	1.018475	47.896913
39214146	0.515343	47.897582
39214774	0.353987	47.897905
39216301	0.360828	47.898446
39216667	0.370244	47.898578
39218001	0.375584	47.899072
39219932	0.431561	47.899797
39220360	0.381521	47.899982
39220846	0.381510	47.900167
39220908	0.382100	47.900191
39222652	0.382348	47.900857
39223572	0.401028	47.901209
39224905	0.380282	47.901744
39225589	0.358867	47.902004
39227834	0.300408	47.902810
39228045	0.213204	47.902873
39229593	0.204723	47.903203
39230064	0.203293	47.903299
39230884	1.596114	47.903466
39231538	1.991950	47.904510
39232459	2.053491	47.906344
39232723	1.708001	47.906887
39232763	0.901649	47.906955
39233584	0.353997	47.907695
39235832	0.440770	47.908491
39236278	0.644431	47.908688
39236642	0.759756	47.908922
39237837	0.772372	47.909830
39241509	0.775338	47.912666
39245583	1.334793	47.915825
39245618	1.625264	47.915872
39245640	1.860741	47.915907
